-1.0867	-0.0282532	0.999662	0.0259903	1.08707	-1.5448	-1.06	-1.05538	-1.05572	-1.22
-1.24236	-0.984459	0.783763	0.62106	1.58513	-0.900702	-1.05572	-1.22	-0.849694	-1.48
0	-1.02	-0	1	1.02	0	-0.573813	-1.02	-0.488854	-1.02
-0.56712	-0.0455503	0.99679	0.0800608	0.568947	-1.49065	-0.488854	-1.02	-0.449628	-1.50838
-0.987332	-0.559485	0.870023	0.49301	1.13483	-1.05525	-0.449628	-1.50838	-0.341044	-1.7
-0.0600819	-1.74652	0.0343806	0.999409	1.74755	-0.0343874	0.331812	-1.76	1.49457	-1.8
1.52624	-1.77273	-0.652455	0.757828	2.33923	0.710819	1.49457	-1.8	1.54103	-1.76
0.962443	0.273801	-0.961835	-0.273628	1.00063	1.84796	1.54103	-1.76	1.48116	-1.54955
1.33626	-1.66579	-0.62573	0.780039	2.13552	0.676068	1.48116	-1.54955	1.54	-1.50235
1.58757	-0.0520737	-0.999462	0.0327832	1.58842	1.53801	1.54	-1.50235	1.56	-0.892609
0.000316858	1.07712	-0.000294167	-1	1.07712	3.1413	2.28	1.07645	1.94	1.07655
1.94	0	-1	0	1.94	1.5708	1.94	1.07655	1.94	1.47705
2.10258	1.18971	-0.870333	-0.492464	2.41584	2.08572	1.94	1.47705	1.79406	1.73497
0.0196062	1.7548	-0.0111723	-0.999938	1.75491	3.13042	1.79406	1.73497	1.18365	1.74179
1.22578	0.0301722	-0.999697	-0.0246072	1.22615	1.59541	1.18365	1.74179	1.16618	2.45153
-1.13607	-0.00656009	0.999983	0.0057743	1.13609	-1.56502	-1.14753	1.9787	-1.14492	1.52671
-1.34886	0.20872	0.988239	-0.152918	1.36492	-1.72432	-1.14492	1.52671	-1.19538	1.20061
